NAME_1,NAME_0,GID_1,admin0
Covasna,Romania,ROU.16_1,ROU
Dâmbovița,Romania,ROU.17_1,ROU
Dolj,Romania,ROU.18_1,ROU
Galați,Romania,ROU.19_1,ROU
Giurgiu,Romania,ROU.20_1,ROU
Gorj,Romania,ROU.21_1,ROU
Harghita,Romania,ROU.22_1,ROU
Hunedoara,Romania,ROU.23_1,ROU
Iași,Romania,ROU.24_1,ROU
Ialomița,Romania,ROU.25_1,ROU
Ilfov,Romania,ROU.26_1,ROU
Maramureș,Romania,ROU.27_1,ROU
Mehedinți,Romania,ROU.28_1,ROU
Mureș,Romania,ROU.29_1,ROU
Neamț,Romania,ROU.30_1,ROU
Olt,Romania,ROU.31_1,ROU
Prahova,Romania,ROU.32_1,ROU
Sălaj,Romania,ROU.33_1,ROU
Satu Mare,Romania,ROU.34_1,ROU
Sibiu,Romania,ROU.35_1,ROU
Suceava,Romania,ROU.36_1,ROU
Teleorman,Romania,ROU.37_1,ROU
Timiș,Romania,ROU.38_1,ROU
Tulcea,Romania,ROU.39_1,ROU
Vâlcea,Romania,ROU.40_1,ROU
Vaslui,Romania,ROU.41_1,ROU
Vrancea,Romania,ROU.42_1,ROU
Adygey,Russia,RUS.1_1,RUS
Altay,Russia,RUS.2_1,RUS
Amur,Russia,RUS.3_1,RUS
Arkhangel'sk,Russia,RUS.4_1,RUS
Astrakhan',Russia,RUS.5_1,RUS
Bashkortostan,Russia,RUS.6_1,RUS
Belgorod,Russia,RUS.7_1,RUS
Bryansk,Russia,RUS.8_1,RUS
Buryat,Russia,RUS.9_1,RUS
Chechnya,Russia,RUS.10_1,RUS
Chelyabinsk,Russia,RUS.11_1,RUS
Chukot,Russia,RUS.12_1,RUS
Chuvash,Russia,RUS.13_1,RUS
City of St. Petersburg,Russia,RUS.14_1,RUS
Dagestan,Russia,RUS.15_1,RUS
Gorno-Altay,Russia,RUS.16_1,RUS
Ingush,Russia,RUS.17_1,RUS
Irkutsk,Russia,RUS.18_1,RUS
Ivanovo,Russia,RUS.19_1,RUS
Kabardin-Balkar,Russia,RUS.20_1,RUS
Kaliningrad,Russia,RUS.21_1,RUS
Kalmyk,Russia,RUS.22_1,RUS
Kaluga,Russia,RUS.23_1,RUS
Kamchatka,Russia,RUS.24_1,RUS
Karachay-Cherkess,Russia,RUS.25_1,RUS
Karelia,Russia,RUS.26_1,RUS
Kemerovo,Russia,RUS.27_1,RUS
Khabarovsk,Russia,RUS.28_1,RUS
Khakass,Russia,RUS.29_1,RUS
Khanty-Mansiy,Russia,RUS.30_1,RUS
Kirov,Russia,RUS.31_1,RUS
Komi,Russia,RUS.32_1,RUS
Kostroma,Russia,RUS.33_1,RUS
Krasnodar,Russia,RUS.34_1,RUS
Krasnoyarsk,Russia,RUS.35_1,RUS
Kurgan,Russia,RUS.36_1,RUS
Kursk,Russia,RUS.37_1,RUS
Leningrad,Russia,RUS.38_1,RUS
Lipetsk,Russia,RUS.39_1,RUS
Maga Buryatdan,Russia,RUS.40_1,RUS
Mariy-El,Russia,RUS.41_1,RUS
Mordovia,Russia,RUS.42_1,RUS
Moscow City,Russia,RUS.43_1,RUS
Moskva,Russia,RUS.44_1,RUS
Murmansk,Russia,RUS.45_1,RUS
Nenets,Russia,RUS.46_1,RUS
Nizhegorod,Russia,RUS.47_1,RUS
North Ossetia,Russia,RUS.48_1,RUS
Novgorod,Russia,RUS.49_1,RUS
Novosibirsk,Russia,RUS.50_1,RUS
Omsk,Russia,RUS.51_1,RUS
Orel,Russia,RUS.52_1,RUS
Orenburg,Russia,RUS.53_1,RUS
Penza,Russia,RUS.54_1,RUS
Perm',Russia,RUS.55_1,RUS
Primor'ye,Russia,RUS.56_1,RUS
Pskov,Russia,RUS.57_1,RUS
Rostov,Russia,RUS.58_1,RUS
Ryazan',Russia,RUS.59_1,RUS
Sakha,Russia,RUS.60_1,RUS
Sakhalin,Russia,RUS.61_1,RUS
Samara,Russia,RUS.62_1,RUS
Saratov,Russia,RUS.63_1,RUS
Smolensk,Russia,RUS.64_1,RUS
Stavropol',Russia,RUS.65_1,RUS
Sverdlovsk,Russia,RUS.66_1,RUS
Tambov,Russia,RUS.67_1,RUS
Tatarstan,Russia,RUS.68_1,RUS
Tomsk,Russia,RUS.69_1,RUS
Tula,Russia,RUS.70_1,RUS
Tuva,Russia,RUS.71_1,RUS
Tver',Russia,RUS.72_1,RUS
Tyumen',Russia,RUS.73_1,RUS
Udmurt,Russia,RUS.74_1,RUS
Ul'yanovsk,Russia,RUS.75_1,RUS
Vladimir,Russia,RUS.76_1,RUS
Volgograd,Russia,RUS.77_1,RUS
Vologda,Russia,RUS.78_1,RUS
Voronezh,Russia,RUS.79_1,RUS
Yamal-Nenets,Russia,RUS.80_1,RUS
Yaroslavl',Russia,RUS.81_1,RUS
Yevrey,Russia,RUS.82_1,RUS
Zabaykal'ye,Russia,RUS.83_1,RUS
Amajyaruguru,Rwanda,RWA.1_1,RWA
Amajyepfo,Rwanda,RWA.2_1,RWA
Iburasirazuba,Rwanda,RWA.3_1,RWA
Iburengerazuba,Rwanda,RWA.4_1,RWA
Umujyi wa Kigali,Rwanda,RWA.5_1,RWA
NA,Saint-Barthélemy,NA,NA
NA,Saint-Martin,NA,NA
Ascension,Saint Helena,SHN.1_1,NA
Saint Helena,Saint Helena,SHN.2_1,NA
Tristan da Cunha,Saint Helena,SHN.3_1,NA
Christ Church Nichola Town,Saint Kitts and Nevis,KNA.1_1,KNA
Saint Anne Sandy Point,Saint Kitts and Nevis,KNA.2_1,KNA
Saint George Basseterre,Saint Kitts and Nevis,KNA.3_1,KNA
Saint George Gingerland,Saint Kitts and Nevis,KNA.4_1,KNA
Saint James Windward,Saint Kitts and Nevis,KNA.5_1,KNA
Saint John Capisterre,Saint Kitts and Nevis,KNA.6_1,KNA
Saint John Figtree,Saint Kitts and Nevis,KNA.7_1,KNA
Saint Mary Cayon,Saint Kitts and Nevis,KNA.8_1,KNA
Saint Paul Capisterre,Saint Kitts and Nevis,KNA.9_1,KNA
Saint Paul Charlestown,Saint Kitts and Nevis,KNA.10_1,KNA
Saint Peter Basseterre,Saint Kitts and Nevis,KNA.11_1,KNA
Saint Thomas Lowland,Saint Kitts and Nevis,KNA.12_1,KNA
Saint Thomas Middle Island,Saint Kitts and Nevis,KNA.13_1,KNA
Trinity Palmetto Point,Saint Kitts and Nevis,KNA.14_1,KNA
Anse-la-Raye,Saint Lucia,LCA.1_1,LCA
Canaries,Saint Lucia,LCA.2_1,LCA
Castries,Saint Lucia,LCA.3_1,LCA
Choiseul,Saint Lucia,LCA.4_1,LCA
Dennery,Saint Lucia,LCA.5_1,LCA
Gros Islet,Saint Lucia,LCA.6_1,LCA
Laborie,Saint Lucia,LCA.7_1,LCA
Micoud,Saint Lucia,LCA.8_1,LCA
Soufrière,Saint Lucia,LCA.9_1,LCA
Vieux Fort,Saint Lucia,LCA.10_1,LCA
Miquelon-Langlade,Saint Pierre and Miquelon,SPM.1_1,SPM
Saint-Pierre,Saint Pierre and Miquelon,SPM.2_1,SPM
Charlotte,Saint Vincent and the Grenadines,VCT.1_1,VCT
Grenadines,Saint Vincent and the Grenadines,VCT.2_1,VCT
Saint Andrew,Saint Vincent and the Grenadines,VCT.3_1,VCT
Saint David,Saint Vincent and the Grenadines,VCT.4_1,VCT
Saint George,Saint Vincent and the Grenadines,VCT.5_1,VCT
Saint Patrick,Saint Vincent and the Grenadines,VCT.6_1,VCT
A'ana,Samoa,WSM.1_1,WSM
Aiga-i-le-Tai,Samoa,WSM.2_1,WSM
Atua,Samoa,WSM.3_1,WSM
Fa'asaleleaga,Samoa,WSM.4_1,WSM
Gaga'emauga,Samoa,WSM.5_1,WSM
Gagaifomauga,Samoa,WSM.6_1,WSM
Palauli,Samoa,WSM.7_1,WSM
Satupa'itea,Samoa,WSM.8_1,WSM
Tuamasaga,Samoa,WSM.9_1,WSM
Va'a-o-Fonoti,Samoa,WSM.10_1,WSM
Vaisigano,Samoa,WSM.11_1,WSM
Acquaviva,San Marino,SMR.1_1,SMR
Borgo Maggiore,San Marino,SMR.2_1,SMR
Chiesanuova,San Marino,SMR.3_1,SMR
Domagnano,San Marino,SMR.4_1,SMR
Faetano,San Marino,SMR.5_1,SMR
Fiorentino,San Marino,SMR.6_1,SMR
Montegiardino,San Marino,SMR.7_1,SMR
San Marino,San Marino,SMR.8_1,SMR
Serravalle,San Marino,SMR.9_1,SMR
Príncipe,São Tomé and Príncipe,STP.1_1,STP
São Tomé,São Tomé and Príncipe,STP.2_1,STP
`Asir,Saudi Arabia,SAU.1_1,SAU
Al Bahah,Saudi Arabia,SAU.2_1,SAU
Al Hudud ash Shamaliyah,Saudi Arabia,SAU.3_1,SAU
Al Jawf,Saudi Arabia,SAU.4_1,SAU
Al Madinah,Saudi Arabia,SAU.5_1,SAU
Al Quassim,Saudi Arabia,SAU.6_1,SAU
Ar Riyad,Saudi Arabia,SAU.7_1,SAU
Ash Sharqiyah,Saudi Arabia,SAU.8_1,SAU
Ha'il,Saudi Arabia,SAU.9_1,SAU
Jizan,Saudi Arabia,SAU.10_1,SAU
Makkah,Saudi Arabia,SAU.11_1,SAU
Najran,Saudi Arabia,SAU.12_1,SAU
Tabuk,Saudi Arabia,SAU.13_1,SAU
Dakar,Senegal,SEN.1_1,SEN
Diourbel,Senegal,SEN.2_1,SEN
Fatick,Senegal,SEN.3_1,SEN
Kaffrine,Senegal,SEN.4_1,SEN
Kaolack,Senegal,SEN.5_1,SEN
Kédougou,Senegal,SEN.6_1,SEN
Kolda,Senegal,SEN.7_1,SEN
Louga,Senegal,SEN.8_1,SEN
Matam,Senegal,SEN.9_1,SEN
Saint-Louis,Senegal,SEN.10_1,SEN
Sédhiou,Senegal,SEN.11_1,SEN
Tambacounda,Senegal,SEN.12_1,SEN
Thiès,Senegal,SEN.13_1,SEN
Ziguinchor,Senegal,SEN.14_1,SEN
Borski,Serbia,SRB.1_1,SRB
Braničevski,Serbia,SRB.2_1,SRB
Grad Beograd,Serbia,SRB.3_1,SRB
Jablanički,Serbia,SRB.4_1,SRB
Južno-Bački,Serbia,SRB.5_1,SRB
Južno-Banatski,Serbia,SRB.6_1,SRB
Kolubarski,Serbia,SRB.7_1,SRB
Mačvanski,Serbia,SRB.8_1,SRB
Moravički,Serbia,SRB.9_1,SRB
Nišavski,Serbia,SRB.10_1,SRB
Pčinjski,Serbia,SRB.11_1,SRB
Pirotski,Serbia,SRB.12_1,SRB
Podunavski,Serbia,SRB.13_1,SRB
Pomoravski,Serbia,SRB.14_1,SRB
Rasinski,Serbia,SRB.15_1,SRB
Raški,Serbia,SRB.16_1,SRB
Severno-Bački,Serbia,SRB.17_1,SRB
Severno-Banatski,Serbia,SRB.18_1,SRB
Srednje-Banatski,Serbia,SRB.19_1,SRB
Sremski,Serbia,SRB.20_1,SRB
Šumadijski,Serbia,SRB.21_1,SRB
Toplički,Serbia,SRB.22_1,SRB
Zaječarski,Serbia,SRB.23_1,SRB
Zapadno-Bački,Serbia,SRB.24_1,SRB
Zlatiborski,Serbia,SRB.25_1,SRB
Anse aux Pins,Seychelles,SYC.1_1,SYC
Anse Boileau,Seychelles,SYC.2_1,SYC
Anse Étoile,Seychelles,SYC.3_1,SYC
Anse Royale,Seychelles,SYC.4_1,SYC
Au Cap,Seychelles,SYC.5_1,SYC
Baie Lazare,Seychelles,SYC.6_1,SYC
Baie Sainte Anne,Seychelles,SYC.7_1,SYC
Beau Vallon,Seychelles,SYC.8_1,SYC
Bel Air,Seychelles,SYC.9_1,SYC
Belombre,Seychelles,SYC.10_1,SYC
Cascade,Seychelles,SYC.11_1,SYC
English River,Seychelles,SYC.12_1,SYC
Glacis,Seychelles,SYC.13_1,SYC
Grand' Anse,Seychelles,SYC.14_1,SYC
Grand'Anse Praslin,Seychelles,SYC.15_1,SYC
La Digue and Inner Islands,Seychelles,SYC.16_1,SYC
Les Mamelles,Seychelles,SYC.17_1,SYC
Mont Buxton,Seychelles,SYC.18_1,SYC
Mont Fleuri,Seychelles,SYC.19_1,SYC
Outer Islands,Seychelles,SYC.20_1,SYC
Plaisance,Seychelles,SYC.21_1,SYC
Pointe La Rue,Seychelles,SYC.22_1,SYC
Port Glaud,Seychelles,SYC.23_1,SYC
Roche Caïman,Seychelles,SYC.24_1,SYC
Saint Louis,Seychelles,SYC.25_1,SYC
Takamaka,Seychelles,SYC.26_1,SYC
Eastern,Sierra Leone,SLE.1_1,SLE
Northern,Sierra Leone,SLE.2_1,SLE
Southern,Sierra Leone,SLE.3_1,SLE
Western,Sierra Leone,SLE.4_1,SLE
Central,Singapore,SGP.1_1,SGP
East,Singapore,SGP.2_1,SGP
North,Singapore,SGP.3_1,SGP
North-East,Singapore,SGP.4_1,SGP
West,Singapore,SGP.5_1,SGP
Banskobystrický,Slovakia,SVK.1_1,SVK
Bratislavský,Slovakia,SVK.2_1,SVK
Košický,Slovakia,SVK.3_1,SVK
Nitriansky,Slovakia,SVK.4_1,SVK
Prešovský,Slovakia,SVK.5_1,SVK
Trenčiansky,Slovakia,SVK.6_1,SVK
Trnavský,Slovakia,SVK.7_1,SVK
Žilinský,Slovakia,SVK.8_1,SVK
Gorenjska,Slovenia,SVN.1_1,SVN
Goriška,Slovenia,SVN.2_1,SVN
Jugovzhodna Slovenija,Slovenia,SVN.3_1,SVN
Koroška,Slovenia,SVN.4_1,SVN
Notranjsko-kraška,Slovenia,SVN.5_1,SVN
Obalno-kraška,Slovenia,SVN.6_1,SVN
Osrednjeslovenska,Slovenia,SVN.7_1,SVN
Podravska,Slovenia,SVN.8_1,SVN
Pomurska,Slovenia,SVN.9_1,SVN
Savinjska,Slovenia,SVN.10_1,SVN
Spodnjeposavska,Slovenia,SVN.11_1,SVN
Zasavska,Slovenia,SVN.12_1,SVN
Central,Solomon Islands,SLB.1_1,SLB
Choiseul,Solomon Islands,SLB.2_1,SLB
Guadalcanal,Solomon Islands,SLB.3_1,SLB
Honiara,Solomon Islands,SLB.4_1,SLB
Isabel,Solomon Islands,SLB.5_1,SLB
Makira Ulawa,Solomon Islands,SLB.6_1,SLB
Malaita,Solomon Islands,SLB.7_1,SLB
Rennell and Bellona,Solomon Islands,SLB.8_1,SLB
Temotu,Solomon Islands,SLB.9_1,SLB
Western,Solomon Islands,SLB.10_1,SLB
Awdal,Somalia,SOM.1_1,SOM
Bakool,Somalia,SOM.2_1,SOM
Banaadir,Somalia,SOM.3_1,SOM
Bari,Somalia,SOM.4_1,SOM
Bay,Somalia,SOM.5_1,SOM
Galguduud,Somalia,SOM.6_1,SOM
Gedo,Somalia,SOM.7_1,SOM
Hiiraan,Somalia,SOM.8_1,SOM
Jubbada Dhexe,Somalia,SOM.9_1,SOM
Jubbada Hoose,Somalia,SOM.10_1,SOM
Mudug,Somalia,SOM.11_1,SOM
Nugaal,Somalia,SOM.12_1,SOM
Sanaag,Somalia,SOM.13_1,SOM
Shabeellaha Dhexe,Somalia,SOM.14_1,SOM
Shabeellaha Hoose,Somalia,SOM.15_1,SOM
Sool,Somalia,SOM.16_1,SOM
Togdheer,Somalia,SOM.17_1,SOM
Woqooyi Galbeed,Somalia,SOM.18_1,SOM
Eastern Cape,South Africa,ZAF.1_1,ZAF
Free State,South Africa,ZAF.2_1,ZAF
Gauteng,South Africa,ZAF.3_1,ZAF
KwaZulu-Natal,South Africa,ZAF.4_1,ZAF
Limpopo,South Africa,ZAF.5_1,ZAF
Mpumalanga,South Africa,ZAF.6_1,ZAF
North West,South Africa,ZAF.7_1,ZAF
Northern Cape,South Africa,ZAF.8_1,ZAF
Western Cape,South Africa,ZAF.9_1,ZAF
NA,South Georgia and the South Sandwich Islands,NA,SGS
Busan,South Korea,KOR.1_1,KOR
Chungcheongbuk-do,South Korea,KOR.2_1,KOR
Chungcheongnam-do,South Korea,KOR.3_1,KOR
Daegu,South Korea,KOR.4_1,KOR
Daejeon,South Korea,KOR.5_1,KOR
Gangwon-do,South Korea,KOR.6_1,KOR
Gwangju,South Korea,KOR.7_1,KOR
Gyeonggi-do,South Korea,KOR.8_1,KOR
Gyeongsangbuk-do,South Korea,KOR.9_1,KOR
Gyeongsangnam-do,South Korea,KOR.10_1,KOR
Incheon,South Korea,KOR.11_1,KOR
Jeju,South Korea,KOR.12_1,KOR
Jeollabuk-do,South Korea,KOR.13_1,KOR
Jeollanam-do,South Korea,KOR.14_1,KOR
Sejong,South Korea,KOR.15_1,KOR
Seoul,South Korea,KOR.16_1,KOR
Ulsan,South Korea,KOR.17_1,KOR
Central Equatoria,South Sudan,SSD.1_1,SSD
Eastern Equatoria,South Sudan,SSD.2_1,SSD
Jungoli,South Sudan,SSD.3_1,SSD
Lakes,South Sudan,SSD.4_1,SSD
North Bahr-al-Ghazal,South Sudan,SSD.5_1,SSD
Unity,South Sudan,SSD.6_1,SSD
Upper Nile,South Sudan,SSD.7_1,SSD
Warap,South Sudan,SSD.8_1,SSD
West Bahr-al-Ghazal,South Sudan,SSD.9_1,SSD
West Equatoria,South Sudan,SSD.10_1,SSD
Andalucía,Spain,ESP.1_1,ESP
Aragón,Spain,ESP.2_1,ESP
Cantabria,Spain,ESP.3_1,ESP
Castilla-La Mancha,Spain,ESP.4_1,ESP
Castilla y León,Spain,ESP.5_1,ESP
Cataluña,Spain,ESP.6_1,ESP
Ceuta y Melilla,Spain,ESP.7_1,ESP
Comunidad de Madrid,Spain,ESP.8_1,ESP
Comunidad Foral de Navarra,Spain,ESP.9_1,ESP
Comunidad Valenciana,Spain,ESP.10_1,ESP
Extremadura,Spain,ESP.11_1,ESP
Galicia,Spain,ESP.12_1,ESP
Islas Baleares,Spain,ESP.13_1,ESP
Islas Canarias,Spain,ESP.14_1,ESP
La Rioja,Spain,ESP.15_1,ESP
País Vasco,Spain,ESP.16_1,ESP
Principado de Asturias,Spain,ESP.17_1,ESP
Región de Murcia,Spain,ESP.18_1,ESP
Ampara,Sri Lanka,LKA.1_1,LKA
Anuradhapura,Sri Lanka,LKA.2_1,LKA
Badulla,Sri Lanka,LKA.3_1,LKA
Batticaloa,Sri Lanka,LKA.4_1,LKA
Colombo,Sri Lanka,LKA.5_1,LKA
Galle,Sri Lanka,LKA.6_1,LKA
Gampaha,Sri Lanka,LKA.7_1,LKA
Hambantota,Sri Lanka,LKA.8_1,LKA
Jaffna,Sri Lanka,LKA.9_1,LKA
Kalutara,Sri Lanka,LKA.10_1,LKA
Kandy,Sri Lanka,LKA.11_1,LKA
Kegalle,Sri Lanka,LKA.12_1,LKA
Kilinochchi,Sri Lanka,LKA.13_1,LKA
Kurunegala,Sri Lanka,LKA.14_1,LKA
Mannar,Sri Lanka,LKA.15_1,LKA
Matale,Sri Lanka,LKA.16_1,LKA
Matara,Sri Lanka,LKA.17_1,LKA
Moneragala,Sri Lanka,LKA.18_1,LKA
Mullaitivu,Sri Lanka,LKA.19_1,LKA
Nuwara Eliya,Sri Lanka,LKA.20_1,LKA
Polonnaruwa,Sri Lanka,LKA.21_1,LKA
Puttalam,Sri Lanka,LKA.22_1,LKA
Ratnapura,Sri Lanka,LKA.23_1,LKA
Trincomalee,Sri Lanka,LKA.24_1,LKA
Vavuniya,Sri Lanka,LKA.25_1,LKA
Al Jazirah,Sudan,SDN.1_1,SDN
Al Qadarif,Sudan,SDN.2_1,SDN
Blue Nile,Sudan,SDN.3_1,SDN
Central Darfur,Sudan,SDN.4_1,SDN
East Darfur,Sudan,SDN.5_1,SDN
Kassala,Sudan,SDN.6_1,SDN
Khartoum,Sudan,SDN.7_1,SDN
North Darfur,Sudan,SDN.8_1,SDN
North Kurdufan,Sudan,SDN.9_1,SDN
Northern,Sudan,SDN.10_1,SDN
Red Sea,Sudan,SDN.11_1,SDN
River Nile,Sudan,SDN.12_1,SDN
Sennar,Sudan,SDN.13_1,SDN
South Darfur,Sudan,SDN.14_1,SDN
South Kurdufan,Sudan,SDN.15_1,SDN
West Darfur,Sudan,SDN.16_1,SDN
West Kurdufan,Sudan,SDN.17_1,SDN
White Nile,Sudan,SDN.18_1,SDN
Brokopondo,Suriname,SUR.1_1,SUR
Commewijne,Suriname,SUR.2_1,SUR
Coronie,Suriname,SUR.3_1,SUR
Marowijne,Suriname,SUR.4_1,SUR
Nickerie,Suriname,SUR.5_1,SUR
Para,Suriname,SUR.6_1,SUR
Paramaribo,Suriname,SUR.7_1,SUR
Saramacca,Suriname,SUR.8_1,SUR
Sipaliwini,Suriname,SUR.9_1,SUR
Wanica,Suriname,SUR.10_1,SUR
Jan Mayen,Svalbard and Jan Mayen,SJM.1_1,SJM
Svalbard,Svalbard and Jan Mayen,SJM.2_1,SJM
Hhohho,Swaziland,SWZ.1_1,SWZ
Lubombo,Swaziland,SWZ.2_1,SWZ
Manzini,Swaziland,SWZ.3_1,SWZ
Shiselweni,Swaziland,SWZ.4_1,SWZ
Blekinge,Sweden,SWE.1_1,SWE
Dalarna,Sweden,SWE.2_1,SWE
Gävleborg,Sweden,SWE.3_1,SWE
Gotland,Sweden,SWE.4_1,SWE
Halland,Sweden,SWE.5_1,SWE
Jämtland,Sweden,SWE.6_1,SWE
Jönköping,Sweden,SWE.7_1,SWE
Kalmar,Sweden,SWE.8_1,SWE
Kronoberg,Sweden,SWE.9_1,SWE
Norrbotten,Sweden,SWE.10_1,SWE
Orebro,Sweden,SWE.11_1,SWE
Östergötland,Sweden,SWE.12_1,SWE
Skåne,Sweden,SWE.13_1,SWE
Södermanland,Sweden,SWE.14_1,SWE
Stockholm,Sweden,SWE.15_1,SWE
Uppsala,Sweden,SWE.16_1,SWE
Värmland,Sweden,SWE.17_1,SWE
Västerbotten,Sweden,SWE.18_1,SWE
Västernorrland,Sweden,SWE.19_1,SWE
Västmanland,Sweden,SWE.20_1,SWE
Västra Götaland,Sweden,SWE.21_1,SWE
Aargau,Switzerland,CHE.1_1,CHE
Appenzell Ausserrhoden,Switzerland,CHE.2_1,CHE
Appenzell Innerrhoden,Switzerland,CHE.3_1,CHE
Basel-Landschaft,Switzerland,CHE.4_1,CHE
Basel-Stadt,Switzerland,CHE.5_1,CHE
Bern,Switzerland,CHE.6_1,CHE
Fribourg,Switzerland,CHE.7_1,CHE
Genève,Switzerland,CHE.8_1,CHE
Glarus,Switzerland,CHE.9_1,CHE
Graubünden,Switzerland,CHE.10_1,CHE
Jura,Switzerland,CHE.11_1,CHE
Lucerne,Switzerland,CHE.12_1,CHE
Neuchâtel,Switzerland,CHE.13_1,CHE
Nidwalden,Switzerland,CHE.14_1,CHE
Obwalden,Switzerland,CHE.15_1,CHE
Sankt Gallen,Switzerland,CHE.16_1,CHE
Schaffhausen,Switzerland,CHE.17_1,CHE
Schwyz,Switzerland,CHE.18_1,CHE
Solothurn,Switzerland,CHE.19_1,CHE
Thurgau,Switzerland,CHE.20_1,CHE
Ticino,Switzerland,CHE.21_1,CHE
Uri,Switzerland,CHE.22_1,CHE
Valais,Switzerland,CHE.23_1,CHE
Vaud,Switzerland,CHE.24_1,CHE
Zug,Switzerland,CHE.25_1,CHE
Zürich,Switzerland,CHE.26_1,CHE
Al Ḥasakah,Syria,SYR.1_1,SYR
Aleppo,Syria,SYR.2_1,SYR
Ar Raqqah,Syria,SYR.3_1,SYR
As Suwayda',Syria,SYR.4_1,SYR
Damascus,Syria,SYR.5_1,SYR
Dar`a,Syria,SYR.6_1,SYR
Dayr Az Zawr,Syria,SYR.7_1,SYR
Hamah,Syria,SYR.8_1,SYR
Hims,Syria,SYR.9_1,SYR
Idlib,Syria,SYR.10_1,SYR
Lattakia,Syria,SYR.11_1,SYR
Quneitra,Syria,SYR.12_1,SYR
Rif Dimashq,Syria,SYR.13_1,SYR
Tartus,Syria,SYR.14_1,SYR
Fujian,Taiwan,TWN.1_1,TWN
Kaohsiung,Taiwan,TWN.2_1,TWN
New Taipei,Taiwan,TWN.3_1,TWN
Taichung,Taiwan,TWN.4_1,TWN
Tainan,Taiwan,TWN.5_1,TWN
Taipei,Taiwan,TWN.6_1,TWN
Taiwan,Taiwan,TWN.7_1,TWN
Dushanbe,Tajikistan,TJK.1_1,TJK
Gorno-Badakhshan,Tajikistan,TJK.2_1,TJK
Khatlon,Tajikistan,TJK.3_1,TJK
Leninabad,Tajikistan,TJK.4_1,TJK
Tadzhikistan Territories,Tajikistan,TJK.5_1,TJK
Arusha,Tanzania,TZA.1_1,TZA
Dar es Salaam,Tanzania,TZA.2_1,TZA
Dodoma,Tanzania,TZA.3_1,TZA
Geita,Tanzania,TZA.4_1,TZA
Iringa,Tanzania,TZA.5_1,TZA
Kagera,Tanzania,TZA.6_1,TZA
Katavi,Tanzania,TZA.7_1,TZA
Kigoma,Tanzania,TZA.8_1,TZA
Kilimanjaro,Tanzania,TZA.9_1,TZA
Lindi,Tanzania,TZA.10_1,TZA
Manyara,Tanzania,TZA.11_1,TZA
Mara,Tanzania,TZA.12_1,TZA
Mbeya,Tanzania,TZA.13_1,TZA
Morogoro,Tanzania,TZA.14_1,TZA
Mtwara,Tanzania,TZA.15_1,TZA
Mwanza,Tanzania,TZA.16_1,TZA
Njombe,Tanzania,TZA.17_1,TZA
Pemba North,Tanzania,TZA.18_1,TZA
Pemba South,Tanzania,TZA.19_1,TZA
Pwani,Tanzania,TZA.20_1,TZA
Rukwa,Tanzania,TZA.21_1,TZA
Ruvuma,Tanzania,TZA.22_1,TZA
Shinyanga,Tanzania,TZA.23_1,TZA
Simiyu,Tanzania,TZA.24_1,TZA
Singida,Tanzania,TZA.25_1,TZA
Tabora,Tanzania,TZA.26_1,TZA
Tanga,Tanzania,TZA.27_1,TZA
Zanzibar North,Tanzania,TZA.28_1,TZA
Zanzibar South and Central,Tanzania,TZA.29_1,TZA
Zanzibar West,Tanzania,TZA.30_1,TZA
Amnat Charoen,Thailand,THA.1_1,THA
Ang Thong,Thailand,THA.2_1,THA
Bangkok Metropolis,Thailand,THA.3_1,THA
Bueng Kan,Thailand,THA.4_1,THA
Buri Ram,Thailand,THA.5_1,THA
Chachoengsao,Thailand,THA.6_1,THA
Chai Nat,Thailand,THA.7_1,THA
Chaiyaphum,Thailand,THA.8_1,THA
Chanthaburi,Thailand,THA.9_1,THA
Chiang Mai,Thailand,THA.10_1,THA
Chiang Rai,Thailand,THA.11_1,THA
Chon Buri,Thailand,THA.12_1,THA
Chumphon,Thailand,THA.13_1,THA
Kalasin,Thailand,THA.14_1,THA
Kamphaeng Phet,Thailand,THA.15_1,THA
Kanchanaburi,Thailand,THA.16_1,THA
Khon Kaen,Thailand,THA.17_1,THA
Krabi,Thailand,THA.18_1,THA
Lampang,Thailand,THA.19_1,THA
Lamphun,Thailand,THA.20_1,THA
Loei,Thailand,THA.21_1,THA
Lop Buri,Thailand,THA.22_1,THA
Mae Hong Son,Thailand,THA.23_1,THA
Maha Sarakham,Thailand,THA.24_1,THA
Mukdahan,Thailand,THA.25_1,THA
Nakhon Nayok,Thailand,THA.26_1,THA
Nakhon Pathom,Thailand,THA.27_1,THA
Nakhon Phanom,Thailand,THA.28_1,THA
Nakhon Ratchasima,Thailand,THA.29_1,THA
Nakhon Sawan,Thailand,THA.30_1,THA
Nakhon Si Thammarat,Thailand,THA.31_1,THA
Nan,Thailand,THA.32_1,THA
Narathiwat,Thailand,THA.33_1,THA
Nong Bua Lam Phu,Thailand,THA.34_1,THA
Nong Khai,Thailand,THA.35_1,THA
Nonthaburi,Thailand,THA.36_1,THA
Pathum Thani,Thailand,THA.37_1,THA
Pattani,Thailand,THA.38_1,THA
Phangnga,Thailand,THA.39_1,THA
Phatthalung,Thailand,THA.40_1,THA
Phayao,Thailand,THA.41_1,THA
Phetchabun,Thailand,THA.42_1,THA
Phetchaburi,Thailand,THA.43_1,THA
Phichit,Thailand,THA.44_1,THA
Phitsanulok,Thailand,THA.45_1,THA
